Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,SolarRadiationWatts/m^2,DateUTC
2025-01-20 16:59:58,25.4,20.0,1015.2,SE,130,9,11,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T19:59:58Z
2025-01-20 17:04:57,25.9,20.1,1015.2,ESE,120,12,13,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:04:57Z
2025-01-20 17:09:57,26.8,20.6,1015.2,SE,139,11,13,69,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:09:57Z
2025-01-20 17:14:57,26.3,19.7,1015.2,SE,125,12,15,69,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:14:57Z
2025-01-20 17:19:57,25.9,19.8,1014.9,ESE,121,12,13,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:19:57Z
2025-01-20 17:24:57,26.9,20.3,1015.2,SE,131,12,14,68,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:24:57Z
2025-01-20 17:29:57,26.5,19.8,1015.2,ESE,122,14,17,67,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:29:57Z
2025-01-20 17:34:57,26.2,19.9,1015.2,SE,125,15,19,69,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:34:57Z
2025-01-20 17:39:57,26.0,19.8,1014.9,ESE,111,15,18,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:39:57Z
2025-01-20 17:44:57,25.3,19.4,1014.9,ESE,109,13,15,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:44:57Z
2025-01-20 17:49:57,25.5,19.6,1014.9,SE,131,10,13,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:49:57Z
2025-01-20 17:54:57,25.5,19.2,1014.9,SE,144,13,15,68,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:54:57Z
2025-01-20 17:59:57,25.1,19.1,1014.9,ESE,108,13,14,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T20:59:57Z
2025-01-20 18:04:57,24.9,19.3,1015.2,ESE,113,13,15,71,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:04:57Z
2025-01-20 18:09:57,24.6,19.3,1015.6,SE,129,17,19,73,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:09:57Z
2025-01-20 18:14:57,24.4,19.4,1015.6,SE,124,14,17,74,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:14:57Z
2025-01-20 18:19:57,24.1,19.4,1015.6,ESE,117,15,17,75,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:19:57Z
2025-01-20 18:24:57,23.8,19.3,1015.6,ESE,113,12,18,76,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:24:57Z
2025-01-20 18:29:57,23.6,19.3,1015.6,ESE,111,13,17,77,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:29:57Z
2025-01-20 18:34:57,23.5,18.9,1015.6,East,87,14,17,76,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:34:57Z
2025-01-20 18:39:57,23.4,19.1,1015.6,East,93,12,13,78,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:39:57Z
2025-01-20 18:44:57,23.0,18.9,1015.6,East,79,12,14,78,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:44:57Z
2025-01-20 18:49:57,22.9,18.6,1015.6,East,83,12,13,77,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:49:57Z
2025-01-20 18:54:57,22.8,18.6,1015.6,ESE,119,9,11,78,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:54:57Z
2025-01-20 18:59:57,22.5,18.6,1015.6,ESE,103,8,8,79,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T21:59:57Z
2025-01-20 19:04:57,22.3,18.7,1015.9,ESE,109,9,9,80,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:04:57Z
2025-01-20 19:09:57,22.3,18.7,1015.9,ESE,104,9,11,80,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:09:57Z
2025-01-20 19:14:57,22.2,18.6,1015.9,ESE,105,9,11,80,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:14:57Z
2025-01-20 19:19:57,22.2,18.4,1015.9,East,100,10,11,79,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:19:57Z
2025-01-20 19:24:57,22.2,18.6,1016.3,ENE,75,6,6,80,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:24:57Z
2025-01-20 19:29:57,22.1,18.9,1016.3,East,82,6,6,83,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:29:57Z
2025-01-20 19:34:57,21.9,18.9,1016.3,East,85,6,6,83,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:34:57Z
2025-01-20 19:39:57,21.9,18.9,1016.6,East,85,6,6,83,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:39:57Z
2025-01-20 19:44:57,0.0,0.0,1016.9,North,0,0,0,0,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:44:57Z
2025-01-20 19:49:57,0.0,0.0,1016.9,North,0,0,0,0,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:49:57Z
2025-01-20 19:54:57,21.9,18.3,1016.9,WNW,302,10,12,80,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:54:57Z
2025-01-20 19:59:57,21.8,18.3,1016.9,NW,305,14,17,81,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T22:59:57Z
2025-01-20 20:04:57,21.7,18.1,1016.9,WNW,288,12,15,80,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:04:57Z
2025-01-20 20:09:57,21.5,17.9,1017.3,WNW,286,12,15,80,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:09:57Z
2025-01-20 20:14:57,21.5,17.9,1017.3,WNW,286,12,15,80,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:14:57Z
2025-01-20 20:19:57,0.0,0.0,1017.3,North,0,0,0,0,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:19:57Z
2025-01-20 20:24:57,0.0,0.0,1017.3,North,0,0,0,0,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:24:57Z
2025-01-20 20:29:57,0.0,0.0,1017.3,North,0,0,0,0,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:29:57Z
2025-01-20 20:34:57,23.8,16.8,1017.3,NE,49,5,5,65,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:34:57Z
2025-01-20 20:39:57,23.8,17.5,1017.6,ENE,57,6,7,69,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:39:57Z
2025-01-20 20:44:57,23.6,17.8,1017.6,NE,53,6,8,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:44:57Z
2025-01-20 20:49:57,23.6,17.8,1017.6,NE,50,6,8,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:49:57Z
2025-01-20 20:54:57,23.6,17.8,1017.6,NE,50,6,8,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:54:57Z
2025-01-20 20:59:57,0.0,0.0,1017.6,North,0,0,0,0,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-20T23:59:57Z
2025-01-20 21:04:58,0.0,0.0,1017.6,North,0,0,0,0,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-21T00:04:58Z
2025-01-20 21:09:58,0.0,0.0,1017.3,North,0,0,0,0,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-21T00:09:58Z
2025-01-20 21:14:58,22.7,17.6,1017.6,NNE,31,6,7,73,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-21T00:14:58Z
2025-01-20 21:19:58,22.7,17.8,1017.6,NE,42,6,7,75,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-21T00:19:58Z
2025-01-20 21:24:58,22.4,17.8,1017.6,ENE,71,6,6,76,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-21T00:24:58Z
2025-01-20 21:29:58,22.2,17.9,1017.6,ENE,69,5,6,77,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-21T00:29:58Z
2025-01-20 21:34:58,22.3,18.1,1017.6,NE,48,9,9,78,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-21T00:34:58Z
2025-01-20 21:39:58,23.1,18.2,1017.6,NNE,27,9,9,74,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-21T00:39:58Z
2025-01-20 21:44:58,23.2,18.1,1017.6,North,11,7,8,73,0.00,unknown,unknown,0.00,0.00,unknown,2025-01-21T00:44:58Z
